Mean_Acc1298_Mean_Mem40_Rolloff numeric,Mean_Acc1298_Mean_Mem40_MFCC_0 numeric,Std_Acc1298_Mean_Mem40_MFCC_11 numeric,Mean_Acc1298_Mean_Mem40_MFCC_1 numeric,Mean_Acc1298_Mean_Mem40_Centroid numeric,Std_Acc1298_Mean_Mem40_MFCC_10 numeric,Std_Acc1298_Mean_Mem40_MFCC_8 numeric,Std_Acc1298_Mean_Mem40_MFCC_12 numeric,Std_Acc1298_Mean_Mem40_MFCC_0 numeric,Mean_Acc1298_Std_Mem40_Centroid numeric,Std_Acc1298_Std_Mem40_MFCC_10 numeric,Std_Acc1298_Std_Mem40_MFCC_11 numeric,Std_Acc1298_Mean_Mem40_MFCC_7 numeric,Std_Acc1298_Std_Mem40_MFCC_1 numeric,Std_Acc1298_Std_Mem40_MFCC_8 numeric,Mean_Acc1298_Mean_Mem40_Flux numeric,Std_Acc1298_Mean_Mem40_MFCC_9 numeric,Std_Acc1298_Std_Mem40_MFCC_7 numeric,Std_Acc1298_Std_Mem40_MFCC_9 numeric,Std_Acc1298_Std_Mem40_MFCC_6 numeric,Mean_Acc1298_Std_Mem40_Rolloff numeric,Std_Acc1298_Std_Mem40_Centroid numeric,Std_Acc1298_Std_Mem40_MFCC_12 numeric,Std_Acc1298_Std_Mem40_MFCC_4 numeric,Std_Acc1298_Mean_Mem40_MFCC_5 numeric,Std_Acc1298_Mean_Mem40_MFCC_4 numeric,Std_Acc1298_Mean_Mem40_MFCC_2 numeric,Std_Acc1298_Mean_Mem40_MFCC_6 numeric,Std_Acc1298_Mean_Mem40_MFCC_1 numeric,Mean_Acc1298_Std_Mem40_MFCC_9 numeric,Mean_Acc1298_Std_Mem40_MFCC_4 numeric,BHSUM3 numeric,Std_Acc1298_Std_Mem40_MFCC_2 numeric,Std_Acc1298_Std_Mem40_MFCC_3 numeric,BH_LowPeakAmp numeric,Std_Acc1298_Std_Mem40_Rolloff numeric,Std_Acc1298_Mean_Mem40_MFCC_3 numeric,Mean_Acc1298_Mean_Mem40_MFCC_4 numeric,Mean_Acc1298_Std_Mem40_MFCC_7 numeric,BH_HighPeakAmp numeric,BHSUM1 numeric,Mean_Acc1298_Std_Mem40_MFCC_12 numeric,Mean_Acc1298_Std_Mem40_MFCC_3 numeric,Mean_Acc1298_Std_Mem40_MFCC_0 numeric,Std_Acc1298_Mean_Mem40_Centroid numeric,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive 
0.10051,-73.497313,0.495751,7.381629,0.043024,0.395266,0.298039,0.722593,3.491641,0.019692,0.133956,0.203875,0.303619,0.515437,0.119737,0.076044,0.310571,0.111313,0.117111,0.101734,0.073214,0.028634,0.298235,0.105906,0.299081,0.47122,0.963026,0.233771,1.083561,0.41598,0.448766,0.211983,0.236297,0.128432,0.015129,0.110815,0.266662,0.893587,0.408025,0.020962,0.079128,0.595933,0.47383,3.392818,0.02022,0,0,1,1,1,0
0.504049,-69.838918,0.081147,1.96014,0.172679,0.140691,0.135733,0.073143,1.975033,0.099352,0.068965,0.069775,0.165418,0.331296,0.050587,0.098053,0.105642,0.071631,0.062754,0.056681,0.26818,0.027119,0.073431,0.088551,0.203619,0.227132,0.352188,0.189237,0.771494,0.48176,0.651726,2.258324,0.154918,0.202152,0.426073,0.086751,0.386513,0.74082,0.514081,0.675755,0.448257,0.392892,0.925533,6.016942,0.116201,1,0,0,0,0,1
0.132604,-70.37971,0.143038,4.712232,0.048393,0.180798,0.258541,0.157417,2.591527,0.041812,0.057392,0.07331,0.201253,0.36507,0.069712,0.095184,0.273623,0.070466,0.067476,0.073852,0.165797,0.029813,0.071934,0.130768,0.263837,0.474113,0.340485,0.209196,0.859375,0.44869,0.66056,0.466461,0.13957,0.127614,0.178574,0.088553,0.499683,1.303562,0.508834,0.066288,0.30929,0.409665,0.764024,5.572078,0.027065,0,0,0,0,0,1
0.079806,-72.304115,0.147367,3.283207,0.032599,0.164733,0.150165,0.169859,2.868656,0.031942,0.072111,0.079228,0.180975,0.269187,0.094969,0.087205,0.197784,0.082115,0.071295,0.121473,0.124736,0.025412,0.077247,0.161204,0.35477,0.418188,0.515312,0.234679,0.57433,0.478222,0.74859,0.765219,0.259855,0.256508,0.206209,0.056617,0.380628,0.796628,0.506979,0,0.739993,0.502531,0.860172,5.577852,0.013304,0,0,0,0,1,1
0.068991,-80.98613,0.716644,7.141753,0.039597,0.535108,0.252426,0.703079,4.885282,0.014279,0.182915,0.168524,0.393767,0.463092,0.087205,0.073582,0.310045,0.105554,0.124509,0.11142,0.046044,0.028439,0.186861,0.18661,0.482203,0.551826,1.306121,0.371283,1.276654,0.381973,0.507813,0.206799,0.339367,0.18143,0.012557,0.097073,0.456844,0.776649,0.405874,0.017506,0.060216,0.426956,0.514759,3.941761,0.018438,0,1,1,1,0,0
0.123146,-78.038761,0.316192,5.029335,0.05654,0.292342,0.316295,0.324464,4.115521,0.040638,0.129188,0.119217,0.337015,0.333182,0.084206,0.086451,0.297767,0.092571,0.099386,0.090069,0.113782,0.024892,0.13807,0.133346,0.533525,0.479044,0.712897,0.354346,0.551986,0.485505,0.616952,0.898462,0.319513,0.249224,0.334843,0.070023,0.74598,0.434019,0.531945,0.275384,0.564342,0.483711,0.793973,5.113531,0.021162,0,1,1,0,0,0
0.20816,-59.722243,0.150224,3.157172,0.074666,0.171487,0.242126,0.178748,1.996994,0.03129,0.051392,0.057086,0.215792,0.319405,0.06978,0.077176,0.174072,0.122837,0.078672,0.107914,0.101748,0.023946,0.049279,0.16271,0.244525,0.295488,0.426023,0.192395,0.424225,0.428262,0.541796,0.320825,0.193886,0.147683,0.075715,0.056784,0.344492,0.38493,0.476146,0.045955,0.171523,0.384421,0.618441,2.244167,0.018986,1,1,0,0,0,1
0.166653,-71.814531,0.242216,5.139119,0.034731,0.254525,0.256882,0.204158,3.135501,0.026911,0.092988,0.093273,0.252533,0.353926,0.093896,0.086036,0.165018,0.125154,0.096842,0.215788,0.238283,0.028773,0.080118,0.112134,0.292827,0.210786,0.878712,0.408725,0.527528,0.535867,0.653732,0.327411,0.260112,0.156363,0.035295,0.14846,0.264558,1.004239,0.598669,0.0137,0.129035,0.452722,0.870835,5.301389,0.020235,0,0,1,0,1,0
0.165774,-77.501905,0.255344,6.065846,0.038674,0.290506,0.379323,0.205165,4.06415,0.029154,0.11998,0.131556,0.400892,0.349679,0.122505,0.086206,0.284939,0.132144,0.095765,0.142445,0.232385,0.025281,0.075094,0.180369,0.469583,0.437243,0.595173,0.356914,0.893058,0.511494,0.73214,1.296629,0.296491,0.314144,0.70748,0.104282,0.824382,0.705378,0.588891,0.001834,1.167109,0.463856,1.026335,6.118431,0.016259,0,0,1,0,1,0
0.322048,-69.02028,0.213148,4.550192,0.064984,0.261476,0.220331,0.261984,2.481751,0.072016,0.108997,0.113052,0.276509,0.389784,0.140606,0.096059,0.2375,0.128776,0.107967,0.153081,0.361003,0.041001,0.098819,0.208238,0.446666,0.506723,0.501933,0.261096,0.83917,0.639513,0.972428,0.311204,0.197995,0.237843,0.093769,0.055111,0.53196,0.476409,0.7179,0,0.235092,0.572603,1.097353,6.303973,0.033311,0,0,1,0,0,1
0.039277,-73.956632,0.223818,6.71742,0.026397,0.302026,0.410499,0.261607,3.777652,0.012606,0.103505,0.113599,0.279768,0.423461,0.15323,0.078939,0.399066,0.120659,0.100973,0.203477,0.033139,0.028981,0.130456,0.196948,0.613771,0.605563,0.547388,0.716325,0.735892,0.447688,0.612328,0.493828,0.214591,0.275344,0.118365,0.068621,0.638895,0.926868,0.473328,0.123639,0.249093,0.418615,0.668262,3.263413,0.015352,0,0,1,1,1,0
0.279243,-74.149915,0.176689,3.743536,0.08558,0.123442,0.172586,0.121025,2.849276,0.079976,0.06553,0.064258,0.195627,0.383598,0.091612,0.098685,0.222417,0.111507,0.111308,0.097978,0.278893,0.027052,0.066624,0.194575,0.384656,0.328199,0.392233,0.218816,0.629681,0.583997,0.945912,0.193509,0.244794,0.238498,0.067032,0.073355,0.361707,0.823285,0.641544,0,0.159511,0.453254,1.211388,6.149465,0.023956,0,0,0,0,0,1
0.235946,-68.97358,0.26603,3.698868,0.080957,0.303753,0.475998,0.273239,2.319746,0.065276,0.135513,0.102924,0.299259,0.256872,0.156146,0.091354,0.372369,0.132275,0.161409,0.153406,0.235376,0.031936,0.111696,0.128736,0.435163,0.494336,0.715188,0.343489,0.487768,0.615414,0.643785,0.918027,0.301811,0.312131,0.305873,0.07755,0.686392,0.955292,0.619136,0.016195,0.374139,0.514547,0.938077,5.304012,0.03625,0,1,1,0,0,0
0.073223,-74.12816,0.1368,4.945854,0.030919,0.084703,0.169919,0.09842,2.601057,0.024107,0.038657,0.043578,0.130333,0.227055,0.065179,0.080426,0.135438,0.055512,0.06779,0.052238,0.144751,0.026297,0.043468,0.054468,0.093935,0.139052,0.441103,0.190031,0.622933,0.367179,0.375337,0.87192,0.126653,0.082337,0.258682,0.081023,0.326788,0.731084,0.368676,0.433313,0.338799,0.343715,0.438436,3.216966,0.013406,1,0,0,0,0,1
0.075495,-94.840663,1.181478,4.001947,0.044781,0.694658,1.729741,1.066014,6.571795,0.021197,0.236264,0.295025,1.229979,0.45958,0.411033,0.072399,0.724856,0.233334,0.231477,0.172158,0.053213,0.031523,0.286266,0.22899,0.778531,0.824674,1.098371,0.305928,1.426872,0.411728,0.440677,0.04159,0.369506,0.180443,0.012098,0.081155,0.60049,0.974066,0.423879,0,0.04159,0.453734,0.472019,3.670083,0.037984,0,0,0,1,1,0
0.292287,-70.698102,0.322227,3.072442,0.076105,0.243176,0.304149,0.244572,2.14063,0.068877,0.089693,0.154439,0.257473,0.236326,0.10186,0.091568,0.242023,0.101228,0.078125,0.095479,0.276475,0.022277,0.095207,0.126804,0.32839,0.310199,0.585106,0.247443,0.714441,0.475528,0.641477,0.594269,0.222516,0.213125,0.031941,0.097159,0.437835,0.386897,0.532985,0.034263,0.230172,0.414684,0.862018,4.87673,0.02892,0,1,1,0,0,0
0.155087,-68.730464,0.163261,4.336577,0.058562,0.276469,0.431981,0.181615,2.417101,0.043713,0.077812,0.086088,0.374437,0.22701,0.075841,0.099631,0.430377,0.088256,0.094214,0.055751,0.178039,0.020404,0.067727,0.083826,0.29431,0.284576,0.659449,0.271471,0.659144,0.547082,0.611288,0.871924,0.263475,0.130308,0.152174,0.045286,0.43221,0.33877,0.515106,0.311013,0.264897,0.467192,0.771164,4.685229,0.024541,1,0,0,0,0,1
0.06925,-80.67018,0.556965,9.280361,0.042421,0.419506,0.43615,0.514307,7.142825,0.01402,0.152925,0.337381,0.467254,0.607476,0.19201,0.081866,0.580668,0.207659,0.195238,0.133657,0.033964,0.027058,0.199931,0.169644,0.370847,0.698052,0.432295,0.35959,1.441464,0.529101,0.552736,0.613866,0.193206,0.159256,0.078529,0.053807,0.474632,0.885239,0.561696,0,0.408718,0.524287,0.544754,4.868159,0.016071,0,0,1,1,0,0
0.162229,-68.406334,0.127602,4.502215,0.061812,0.154356,0.180902,0.131561,1.833159,0.058918,0.07832,0.085275,0.147113,0.470053,0.091718,0.094201,0.155928,0.100146,0.079705,0.103284,0.189239,0.03701,0.082285,0.212128,0.213055,0.423004,0.33271,0.213677,0.719493,0.547122,0.962253,0.427089,0.223693,0.150262,0.189838,0.079205,0.313291,0.931668,0.595727,0.002621,0.377987,0.483384,0.930278,6.077897,0.020209,0,0,0,0,0,1
0.162713,-70.507395,0.255935,3.693131,0.063169,0.37586,0.391483,0.248899,2.769335,0.040035,0.110468,0.080074,0.339083,0.262519,0.104299,0.085342,0.370361,0.105619,0.092889,0.089534,0.148334,0.023682,0.061317,0.102583,0.270972,0.319569,0.771874,0.293223,0.441766,0.491573,0.534109,2.579975,0.253596,0.093505,1.114043,0.060703,0.477324,0.801208,0.504543,1.254678,1.217294,0.425127,0.586016,3.810015,0.0212,1,0,0,0,0,0
0.069772,-79.103672,0.276211,7.340928,0.032004,0.293839,0.272449,0.310648,3.553779,0.018683,0.199225,0.144324,0.28931,0.494401,0.101703,0.081334,0.282675,0.114701,0.208859,0.12568,0.078969,0.027193,0.063802,0.125804,0.331816,0.353061,0.462194,0.389069,1.585255,0.502552,0.516187,0.704362,0.209322,0.125325,0.124447,0.11123,0.293887,1.190642,0.504405,0,0.156885,0.393672,0.553269,5.168958,0.016956,0,1,1,0,0,0
0.13999,-73.146643,0.326922,6.315539,0.035977,0.253268,0.33506,0.234105,2.443123,0.02251,0.175493,0.198315,0.349173,0.353536,0.307834,0.080878,0.32275,0.169902,0.225959,0.175464,0.199212,0.026631,0.120916,0.20393,0.396793,0.456655,0.510963,0.398797,0.749055,0.690295,0.639367,0.200475,0.171036,0.175926,0.038367,0.143586,0.492559,0.528011,0.591945,0.044748,0.128921,0.517636,0.565687,3.556611,0.015035,1,1,0,0,0,0
0.262126,-73.488363,0.183747,2.930643,0.124628,0.375408,0.377845,0.322965,3.307818,0.073384,0.139957,0.103371,0.365866,0.36806,0.105923,0.088286,0.25452,0.118551,0.106779,0.129615,0.170748,0.032635,0.102959,0.207119,0.483288,0.510433,1.039546,0.318069,0.709652,0.543732,0.848487,1.265261,0.303093,0.20362,0.14673,0.057169,0.755093,0.577302,0.643027,0.656695,0.50402,0.473501,0.893238,4.422413,0.024985,0,1,1,0,0,0
0.076078,-78.811242,0.221986,3.728447,0.030395,0.314235,0.253462,0.181877,3.656244,0.034614,0.138748,0.067128,0.17994,0.374771,0.107284,0.090462,0.272241,0.118103,0.127736,0.116456,0.143491,0.028711,0.071154,0.178781,0.30587,0.361894,0.394848,0.161923,1.161883,0.5006,0.598493,0.106852,0.226938,0.20695,0.025073,0.080555,0.367658,1.275419,0.471579,0.008266,0.077302,0.397122,0.647528,5.648552,0.022247,0,0,0,0,1,1
0.574501,-72.424554,0.095163,2.664424,0.152477,0.121122,0.113439,0.115053,2.753911,0.139685,0.044549,0.050669,0.133418,0.227271,0.043153,0.0931,0.092999,0.054269,0.062901,0.058788,0.328228,0.020082,0.05352,0.060883,0.127998,0.34988,0.846918,0.107178,0.604319,0.511094,0.681276,3.422899,0.170587,0.123746,1.556545,0.017141,0.433778,1.155961,0.454722,1.693339,1.657962,0.406787,0.708078,5.442701,0.020906,1,0,0,0,0,0
0.115516,-74.904585,0.229036,5.311599,0.055423,0.182662,0.231452,0.137237,3.646699,0.038788,0.070301,0.063659,0.215275,0.536788,0.068935,0.082213,0.203888,0.106167,0.069802,0.118665,0.125531,0.033229,0.051015,0.096517,0.259804,0.350672,0.956083,0.198111,1.258564,0.439625,0.511795,1.625395,0.226289,0.200209,0.066168,0.085698,0.459677,1.366456,0.480955,0.426427,0.200127,0.377406,0.594767,3.334232,0.023406,0,0,0,0,0,1
0.544257,-68.11825,0.123237,1.660375,0.174965,0.134925,0.156487,0.100054,2.17195,0.129921,0.051311,0.054614,0.16406,0.138179,0.058985,0.085136,0.102478,0.048667,0.045488,0.061393,0.290624,0.014994,0.054532,0.078054,0.165114,0.211778,0.360884,0.157895,0.306443,0.400346,0.550906,2.656136,0.111024,0.109675,1.188861,0.025466,0.250997,0.990992,0.41412,1.399786,1.201197,0.404067,0.645387,4.413764,0.018882,1,0,0,0,0,0
0.180256,-74.094832,0.191618,4.253594,0.061659,0.324582,0.325569,0.199175,3.837103,0.058036,0.074927,0.082035,0.313883,0.274154,0.099773,0.087022,0.422726,0.123226,0.092866,0.099844,0.234827,0.032538,0.061632,0.253099,0.396628,0.404674,0.542185,0.273693,0.656959,0.491351,0.734156,0.877491,0.278496,0.363183,0.279071,0.059021,0.653541,0.606217,0.585688,0.01438,0.558981,0.428434,0.965795,5.700182,0.034307,0,1,1,0,0,0
0.084129,-83.289375,0.394674,5.632994,0.045862,0.37866,0.421376,0.39158,4.685154,0.027488,0.136102,0.134886,0.208757,0.48823,0.11924,0.076686,0.437714,0.110369,0.153441,0.099765,0.08201,0.028318,0.157816,0.129513,0.188994,0.328412,0.969685,0.259724,1.234939,0.51991,0.541643,0.867644,0.286378,0.152764,0.107017,0.07951,0.371662,1.081583,0.46786,0.22459,0.404458,0.566123,0.59471,4.364011,0.015921,0,0,1,1,1,0
0.251114,-67.657984,0.134294,2.144222,0.08745,0.089936,0.135621,0.0671,1.258922,0.08,0.04625,0.072605,0.203876,0.163605,0.056887,0.095398,0.096981,0.055496,0.048366,0.065124,0.263971,0.020965,0.050209,0.092458,0.214012,0.233416,0.625575,0.230809,0.36286,0.407394,0.648943,0.480385,0.173113,0.061927,0.122698,0.033186,0.211724,1.667266,0.458105,0.111567,0.187177,0.468661,0.660933,4.995024,0.019502,1,0,0,0,0,1
0.171913,-74.971441,0.357664,5.607065,0.04306,0.380463,0.324932,0.250089,3.982785,0.036256,0.102533,0.115432,0.343807,0.369257,0.112276,0.084732,0.380573,0.183273,0.126396,0.116999,0.220299,0.024527,0.089027,0.188964,0.322344,0.547406,0.729152,0.329787,1.309836,0.573111,0.892381,1.261903,0.230983,0.270144,0.534245,0.122616,0.821484,0.872804,0.581392,0.08592,0.972093,0.486981,1.051801,6.059808,0.020967,0,0,1,0,1,0
0.235779,-71.261883,0.268708,4.060915,0.086984,0.468911,0.405875,0.217591,6.487334,0.059167,0.169194,0.099244,0.601132,0.662812,0.132441,0.087717,0.397877,0.159523,0.138643,0.207468,0.202853,0.030882,0.120334,0.193375,0.412547,0.446046,0.884491,0.497263,1.271196,0.604577,0.812555,0.900712,0.341701,0.358965,0.113958,0.084727,0.960282,0.200722,0.708887,0.209021,0.330602,0.494508,0.944729,5.378733,0.027152,0,0,0,0,0,1
0.158571,-68.799587,0.227569,5.674185,0.069728,0.423372,0.420837,0.22069,3.837869,0.037149,0.092261,0.103391,0.395251,0.388526,0.11871,0.087806,0.400316,0.098055,0.108447,0.134628,0.07591,0.025058,0.080164,0.177628,0.503881,0.529499,0.628184,0.285764,1.158515,0.55223,0.679905,0.429966,0.228898,0.209064,0.025526,0.053888,0.643587,0.031415,0.568694,0.225247,0.076868,0.459413,0.813272,4.501468,0.026244,0,0,1,0,0,0
0.269692,-64.628691,0.053202,1.91372,0.070886,0.067061,0.070493,0.050234,1.148407,0.060109,0.0521,0.035783,0.068473,0.273784,0.035569,0.092204,0.088465,0.056029,0.040276,0.056112,0.2736,0.020961,0.043037,0.057104,0.163081,0.188231,0.263556,0.079442,0.470296,0.392195,0.561438,1.784893,0.048375,0.204319,0.702683,0.032325,0.369898,0.9041,0.407018,0.976442,0.769534,0.323069,0.603076,4.503481,0.014445,1,0,0,0,0,1
0.463525,-71.652024,0.220474,3.500456,0.041876,0.229285,0.276711,0.20197,2.970435,0.04709,0.146344,0.135057,0.342156,0.412439,0.124638,0.104036,0.232852,0.140707,0.145803,0.115573,0.419794,0.029058,0.131919,0.163615,0.350219,0.537163,0.561234,0.333604,0.773254,0.724054,0.909234,0.961923,0.292489,0.281258,0.348186,0.043968,0.547686,0.769196,0.737242,0.158444,0.460454,0.61422,1.125016,6.844765,0.019908,1,0,0,0,0,1
0.423998,-64.387461,0.208528,2.601808,0.105758,0.306805,0.23336,0.171755,3.901853,0.074921,0.1339,0.089605,0.306991,0.52867,0.093322,0.091926,0.318509,0.178716,0.126653,0.155621,0.271175,0.038417,0.108924,0.157809,0.45331,0.322914,0.740133,0.448982,0.725072,0.495842,0.625212,1.777028,0.23702,0.155013,0.69424,0.158788,0.314571,0.604222,0.530027,0.578331,0.910544,0.417354,0.630159,4.56958,0.049126,1,1,0,0,0,0
0.169621,-62.621914,0.244513,4.290378,0.0664,0.284736,0.245276,0.272066,3.382239,0.026296,0.095323,0.060598,0.304352,0.295187,0.083227,0.078533,0.297803,0.069322,0.072302,0.116104,0.076018,0.026545,0.066782,0.093882,0.418571,0.412012,0.703981,0.589286,0.876128,0.424259,0.507325,0.514729,0.149204,0.260063,0.04017,0.065934,1.472541,0.393175,0.443465,0.077657,0.178373,0.386301,0.658564,2.380587,0.014434,0,1,0,0,0,0
0.170186,-63.764352,0.481875,4.034343,0.080853,0.351332,0.297069,0.434869,2.544442,0.034719,0.16366,0.237118,0.359554,0.308238,0.097374,0.075365,0.335764,0.181918,0.104511,0.066901,0.090744,0.024073,0.155746,0.109197,0.44566,0.345194,0.446633,0.219695,0.675869,0.476536,0.467637,0.887651,0.189372,0.096616,0.09538,0.049651,0.334096,0.816598,0.496321,0.057246,0.210682,0.458174,0.46617,3.195986,0.020012,1,0,0,0,0,0
0.415133,-72.021922,0.076841,1.65277,0.07588,0.130103,0.1276,0.070852,2.502399,0.073458,0.05173,0.041859,0.148153,0.152329,0.048472,0.09547,0.065979,0.067628,0.0459,0.067518,0.360671,0.030812,0.040636,0.097357,0.174435,0.290536,0.719892,0.149787,0.552137,0.436244,0.689694,1.256205,0.193227,0.081382,0.452238,0.023818,0.471715,1.768205,0.438057,0.645693,0.519582,0.369731,0.850179,5.685952,0.026567,1,0,0,0,0,1
0.617722,-87.988669,0.082899,8.359849,0.010201,0.087495,0.093287,0.092593,3.894635,0.008608,0.086738,0.076011,0.102951,0.607798,0.069376,0.15078,0.092761,0.092668,0.121097,0.083667,0.469152,0.029516,0.12119,0.111516,0.138856,0.210864,0.350548,0.116081,0.990113,0.585511,0.636283,1.495651,0.14513,0.119631,0.318984,0.025938,0.243612,0.957354,0.546572,0.727568,0.538392,0.581651,0.744111,7.097305,0.015019,0,0,0,0,0,1
0.2469,-64.683503,0.198333,3.749087,0.124974,0.226821,0.251231,0.227887,1.530032,0.034234,0.071327,0.066891,0.212694,0.449596,0.100908,0.076837,0.226177,0.089459,0.098797,0.112499,0.085295,0.023637,0.092731,0.161113,0.233963,0.312255,0.672863,0.235021,0.377724,0.490537,0.643,1.190895,0.247498,0.296315,0.07805,0.059077,0.498598,0.327778,0.496477,0.120807,0.418994,0.451556,0.938902,2.430765,0.013998,0,1,0,0,0,0
0.30054,-71.372412,0.36131,3.145401,0.082983,0.305718,0.135467,0.30325,2.870643,0.082135,0.072488,0.081253,0.186684,0.215116,0.074158,0.085602,0.180765,0.073212,0.076209,0.084654,0.303433,0.027099,0.092276,0.08498,0.241819,0.204201,0.344814,0.183717,0.353131,0.459529,0.529168,1.507637,0.127531,0.100803,0.508472,0.043483,0.191284,0.862533,0.500285,0.719361,0.722095,0.485804,0.586996,4.004739,0.024466,1,0,0,0,0,0
0.062507,-78.540065,0.669253,10.250785,0.040818,0.39183,0.359665,0.531872,4.699336,0.011069,0.156909,0.232385,0.317852,0.743022,0.067537,0.075378,0.37486,0.084147,0.113323,0.092213,0.024813,0.028221,0.194903,0.13288,0.342499,0.699728,1.031071,0.314771,1.05421,0.422852,0.51501,0.152619,0.229856,0.148695,0.013309,0.0609,0.564339,0.189105,0.408523,0,0.129483,0.450419,0.496168,3.33838,0.016189,0,0,0,1,1,0
0.155707,-72.657464,0.189561,6.928686,0.086124,0.089988,0.131499,0.103983,2.01841,0.029185,0.045042,0.076392,0.180275,0.448436,0.054248,0.081526,0.168946,0.080083,0.084305,0.064722,0.063593,0.023003,0.037729,0.050026,0.227886,0.172082,0.545832,0.177447,0.708632,0.411089,0.434803,1.378187,0.233739,0.100991,0.468954,0.047797,0.195892,-0.376918,0.41544,0.738897,0.564109,0.315902,0.555503,4.432572,0.012427,1,0,0,0,0,1
0.441821,-70.34185,0.052091,2.714254,0.115636,0.115322,0.133711,0.051521,1.790994,0.140928,0.042073,0.045348,0.144074,0.428048,0.047343,0.087938,0.143659,0.040925,0.050531,0.040493,0.378189,0.013152,0.051826,0.062232,0.08174,0.144646,0.375276,0.100965,0.495953,0.410856,0.585733,1.936093,0.117842,0.054015,0.902254,0.020035,0.139571,0.803207,0.360535,0.642348,1.107557,0.403076,0.702523,5.341694,0.013363,1,0,0,0,0,1
0.265855,-77.677107,0.319911,3.722371,0.062079,0.307694,0.285307,0.36899,3.539961,0.061641,0.103186,0.092341,0.393106,0.326795,0.096092,0.090604,0.267853,0.168835,0.108382,0.137543,0.290245,0.043986,0.091055,0.25158,0.507416,0.358858,0.597307,0.341763,0.580462,0.473799,0.728748,0.16307,0.393978,0.255696,0.02429,0.094588,0.680799,0.490832,0.608953,0.024237,0.031493,0.403312,0.952338,6.079297,0.042784,0,1,1,1,0,0
0.304828,-77.078349,0.427561,2.258332,0.06118,0.368231,0.295001,0.336762,7.66623,0.045715,0.071638,0.091684,0.238144,0.251969,0.077008,0.082799,0.391785,0.057621,0.091038,0.077256,0.279723,0.027518,0.082113,0.119005,0.313402,0.56564,0.772131,0.283124,0.707696,0.527287,0.559807,0.851227,0.297029,0.174691,0.032272,0.138364,0.645411,0.712338,0.49768,0.091137,0.173345,0.45383,0.794841,4.527113,0.042551,0,0,1,0,1,0
0.086982,-76.062293,0.388479,6.040022,0.049386,0.350746,0.425822,0.365926,3.25329,0.020549,0.201987,0.168843,0.327626,0.577454,0.13294,0.076463,0.359587,0.137957,0.144396,0.131948,0.066417,0.026289,0.225917,0.162818,0.291343,0.476861,0.75873,0.274172,1.06723,0.395981,0.520032,0.702316,0.303033,0.127105,0.09856,0.079728,0.272605,0.691705,0.488774,0,0.054678,0.495809,0.485288,4.674637,0.020605,0,0,0,1,1,0
0.287184,-70.844542,0.100363,3.112653,0.074997,0.193277,0.172156,0.07872,1.88188,0.065126,0.145276,0.059838,0.133732,0.1664,0.079618,0.087383,0.170097,0.062113,0.081156,0.063749,0.299934,0.023393,0.058098,0.067515,0.143026,0.126895,0.303931,0.12697,0.480739,0.564841,0.63469,2.537738,0.106252,0.083543,1.203611,0.028996,0.199127,0.661123,0.46219,1.25259,1.240886,0.395644,0.607506,5.006048,0.01793,0,0,0,0,0,1
0.099097,-77.401805,0.56012,6.483624,0.033318,0.286055,0.429488,0.258417,5.215611,0.02602,0.094177,0.111933,0.553139,0.600157,0.110887,0.076649,0.349428,0.162378,0.1085,0.167389,0.136564,0.048056,0.108294,0.143704,0.515132,0.396062,0.549859,0.598131,1.191397,0.387707,0.439593,0.257209,0.251412,0.220678,0.025429,0.148942,0.546724,1.057842,0.456987,0.017679,0.17689,0.395727,0.576345,3.504694,0.028637,0,0,1,1,1,0
0.368269,-79.297856,0.094791,8.139472,0.015045,0.101822,0.070991,0.053911,2.935503,0.015336,0.055492,0.056063,0.090743,0.409639,0.041669,0.112005,0.077442,0.044292,0.055717,0.054315,0.464514,0.028584,0.035386,0.067219,0.179873,0.17741,0.457415,0.117825,0.684151,0.375391,0.601874,1.457576,0.205205,0.14086,0.615679,0.015678,0.35052,1.024516,0.33871,0.716661,0.691431,0.31837,0.764172,7.863114,0.012874,0,0,0,0,0,1
0.216841,-69.095021,0.159302,3.315018,0.085168,0.161878,0.186728,0.254848,2.152917,0.060006,0.090284,0.117054,0.204841,0.438513,0.084025,0.086649,0.204199,0.142999,0.088768,0.095339,0.178002,0.024841,0.095339,0.143206,0.33464,0.342747,0.941211,0.274319,0.635972,0.543991,0.762727,0.612001,0.296643,0.243189,0.257578,0.064466,0.563979,0.448872,0.664001,0.009134,0.08405,0.515386,1.077011,4.575953,0.026985,0,0,0,0,0,1
0.075646,-69.353246,0.209364,5.511925,0.038643,0.243941,0.245388,0.213395,2.660443,0.026145,0.088416,0.103309,0.23401,0.280202,0.106413,0.088143,0.206521,0.12018,0.099684,0.176703,0.078954,0.026212,0.089506,0.191614,0.324604,0.313185,0.643875,0.410804,0.647418,0.519549,0.739014,0.596887,0.208888,0.198293,0.129071,0.057366,0.607381,0.567069,0.590345,0,0.323677,0.466343,1.041413,6.198187,0.015805,0,1,0,0,0,0
